[O+]#[C][Ru-4]([C]#[O+])([S]C1=NC2=CC=CC=C2S1)([S]C1=NC2=CC=CC=C2S1)([N+]1=CC=CC=C1)[N+]1=CC=CC=C1	embed-grip	16
[N-2][Ru+]12([O]C3=CC=CC=C3[O]1)[O]C1=CC=CC=C1[O]2	embed-grip	16
O=[N][Fe-3]12([OH2+])([OH2+])[O]C(=O)C[NH+]1CC(=O)[O]2	native	1
CCCC1=C(CCC)C(CCC)=C2C[C+]34->[Fe-8]56789%10%11([P]([C+]->5(CCC)[C+]->63CC2=C1CCC)[C+]->74CCC)[P]1[C+]->8(CCC)[C+]->92CC3=C(CCC)C(CCC)=C(CCC)C(CCC)=C3C[C+]->%102[C+]->%111CCC	embed-failed	0
[O-]C1=CC=C[N+]2=C1C1=C(O)C=CC=[N+]1[Os-4]213([N+]2=CC=CC=C2C2=CC=CC=[N+]21)[N+]1=CC=CC=C1C1=CC=CC=[N+]13	embed-grip	16
FC1=CC=[C]([Au-]([Cl])([Cl])[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)C=C1	native	2
[Cl][Ni-2]([Cl])([PH+](C1CCCCC1)C1CCCCC1)[PH+](C1CCCCC1)C1CCCCC1	native	1
O=C(O)C1CC2=C[NH+]=C[N]2[Pd-2]23[NH2+]CC(=O)[N]2CC(=O)[N]13	embed-grip	16
CC#[N+][W-5]([Br])([Br])([C]#[O+])([C]#[O+])([C]#[O+])[N+]#CC	embed-failed	0
C[P+](C)(C)[Ru-6]1([P+](C)(C)C)([P+](C)(C)C)([P+](C)(C)C)[C+]=[C+]1	native	1
C[P+]1(C)CC[P+](C)(C)[TaH2-4]12([Cl])([Cl])[P+](C)(C)CC[P+]2(C)C	embed-failed	0
N#CC1=C(C#N)[N]2C(=N1)C1=NC(C#N)=C(C#N)[N]1[Ir-6]2134(<-[C+]2=[C+]->1CC[C+]->3=[C+]->4CC2)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	embed-grip	16
CCCCN1C=CN(C2=CC=C(Br)C=C2)[C+]1[Pd-2]([I])([I])[C+]1N(CCCC)C=CN1C1=CC=C(Br)C=C1	embed-grip	16
CC(C)(C)[P+]1(C(C)(C)C)CC2=CC=CC=[N+]2[Pt-2]1([CH3])[CH3]	embed-grip	16
CN(C)C1=CC=[N+]2C(=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)[Ru-7]213456([Cl])<-[C+]2(C)[C+]1[C+]->3(C)[C+]4[C+]->5(C)[C+]26	embed-grip	16
CC1=CC(C)=[N+]([RuH-4]([Cl])([C]#[O+])([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)N1	embed-grip	16
CN1C=CN(CN2C=CC=N2)[C+]1[Ir-5]123([C+]4N(C)C=CN4CN4C=CC=N4)<-[C+]4=[C+]->1CC[C+]->2=[C+]->3CC4	embed-grip	16
CC(=O)[C]1=CC2=CC=CC=[N+]2[Ir-3]1([CH3])([Cl])([C]#[O+])[P+](C)(C)C	embed-grip	16
[Cl][Re-4]([Cl])([Cl])([I])([N+]#C[Se])[N+]#C[Se]	embed-failed	0
CCN(CC)C1=[S+][Tc-2]2([Cl])([Cl])([N]=S)([S]1)[S]C(N(CC)CC)=[S+]2	embed-grip	16
CC(C)[P+](C(C)C)(C(C)C)[Re-4]1([Br])([Br])([N]=O)([P+](C(C)C)(C(C)C)C(C)C)[H+][H+]1	native	1
NC(=[O+][La-5]([OH2+])([OH2+])([OH2+])([OH2+])([Cl])([Cl])[O+]=C(N)C1=CC=NC=C1)C1=CC=NC=C1	embed-grip	16
C[C+]12->[Hf-8]3456789([Cl])([Cl])(<-[CH]1=[P+]3[C+]->4(C1=CC=CC=C1)[C+]->52C)<-[CH]1=[P+]6[C+]->7(C2=CC=CC=C2)[C+]->8(C)[C+]->91C	embed-failed	0
