id	smiles	n_atoms	n_frames
ex_0280	N#CC1=C(C#N)[Se][Ni-2]2([Se]1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)CCC[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	64	5
ex_0281	[Cl][Au-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	7
ex_0282	[I][Au-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	2
ex_0283	CC1=CC=C(CN2C=C3C(C4=CC=CC=C4)=C4C=CC5=[N+]4[Ni-2]46[C]3=C2C(C2=CC=CC=C2)=C2C=CC(=[N+]24)C(C2=CC=CC=C2)=C2C=CC(=C5C3=CC=CC=C3)[N]26)C=C1	93	27
ex_0284	COC1=CC=C([N-]C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C2[N+](=O)[O-])C2=C1C=CC=[N+]2[Au-][P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	73	1
ex_0285	CCN1C(=S)SC2=C1[Se][Ni]1([Se]2)[Se]C2=C([Se]1)N(CC)C(=S)S2	31	8
ex_0286	CC1=CC(C)=[N+](C2=C(C(C)C)C=CC=C2C(C)C)[Zn-]([N]([Si](C)(C)C)[Si](C)(C)C)[N]1C(C)C1=CC=CC=C1	88	7
ex_0287	CC(C)SCC1=CC=C2C=CC3=C4C2=[N+]1[Cu-3]1([N+]4=C(CSC(C)C)C=C3)[N+]2=C(CSC(C)C)C=CC3=CC=C4C=CC(CSC(C)C)=[N+]1C4=C32	97	3
ex_0288	[I][Ag-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	2
ex_0289	CC(C)(C)[Si]([O][Ta+]([O][Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)([O][Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)[As-]C1=CC=CC=C1)(C(C)(C)C)C(C)(C)C	136	11
ex_0290	CC1C(=O)[O][Pt-2]23([Cl])([NH2+]CC(=O)[N]12)[N+]1=CC=CC=C1C1=CC=CC=[N+]13	40	5
ex_0291	COC1C2=CC(Br)=CC(Br)=C2[O][Zn-3]234[NH2+]CC[N+]12CC[N+]3=CC1=CC(Br)=CC(Br)=C1[O]4	49	5
ex_0292	C[O+]1CC[O+](C)[Mo]1([Cl])([Cl])([N-]C1=C(Br)C=C(Br)C=C1Br)[N-]C1=C(Br)C=C(Br)C=C1Br	43	39
ex_0293	CC(C)(C)C1=CC=C2[O][V-2]3456[O]C7=CC=C(C(C)(C)C)C=C7C[N+]37CC[N+]4(CC[N+]5(CC7)CC3=CC(C(C)(C)C)=CC=C3[O]6)CC2=C1	100	2
ex_0294	[Cl][Pt-2]([Cl])([Te+]1CCOCC1)[Te+]1CCOCC1	31	37
ex_0295	CC(C)C1=CC=CC(C(C)C)=C1[N]1C=C[N](C2=C(C(C)C)C=CC=C2C(C)C)[Ti]12[N](C1=C(C(C)C)C=CC=C1C(C)C)C=C[N]2C1=C(C(C)C)C=CC=C1C(C)C	129	4
ex_0296	CC(C)C1=CC=CC(C(C)C)=C1N=C1[Se][Ti-]23([N]1N(C1=CC=CC=C1)C1=CC=CC=C1)[N]([Si](C)(C)C)CC[N+]2(C)CC[N]3[Si](C)(C)C	102	3
ex_0297	CC[N+]1(CC)CC[N]2C3=CC=CC=C3CCC3=CC=CC=C3[N]3CC[N+](CC)(CC)[Zn-2]231	71	2
ex_0298	CC1=CC(C)=C(N=C2[S][Ru-4]([Cl])([C]#[O+])([As+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)([As+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[N+]3=CC=CC=C23)C(C)=C1	105	24
ex_0299	CCN1C=C[N+]([Cu-3]([Cl])([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)[N+]2=CN(CC)C=C2)=C1	62	18
ex_0300	C[As](C)(C)=[O+][Ni-3]([O+]=[As](C)(C)C)([O+]=[As](C)(C)C)([O+]=[As](C)(C)C)[O+]=[As](C)(C)C	71	19
ex_0301	CC1=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=C(N2C=CN(C3=C(C(C4=CC=CC=C4)C4=CC=CC=C4)C=C(C)C=C3C(C3=CC=CC=C3)C3=CC=CC=C3)C2=[Se+][Cu-][Br])C(C(C2=CC=CC=C2)C2=CC=CC=C2)=C1	130	14
ex_0302	O=C1[Se][Pt-2]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[Se]C1=O	75	11
ex_0303	[Cl][Cu-4]([Cl])([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)[N+]1=CC=C(C2=CC=CC=C2)N1	79	21
ex_0304	CN1CCN(C)C1=[Se+][Cu-3]12([N+]3=CC=CC4=CC=C5C=CC=[N+]1C5=C43)[N+]1=CC=CC3=CC=C4C=CC=[N+]2C4=C31	63	16
ex_0305	C[As]1S[As](C)S[As+](C)([Cr-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+])S[As](C)S1	35	4
ex_0306	[I][Hg-2]([I])([Te+](C1=CC=CC=C1)C1=CC=CC=C1)[Te+](C1=CC=CC=C1)C1=CC=CC=C1	49	38
ex_0307	[I][Au-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	2
ex_0308	N#C[Se][Pd-]1([C]#N)[Se][P](C2=CC=CC=C2)(C2=CC=CC=C2)C[P+]1(C1=CC=CC=C1)C1=CC=CC=C1	56	11
ex_0309	O=S(=O)(C1=CC=C(Br)C=C1)[N]([Au-][N](S(=O)(=O)C1=CC=C(Br)C=C1)S(=O)(=O)C1=CC=C(Br)C=C1)S(=O)(=O)C1=CC=C(Br)C=C1	59	8
ex_0310	C[N+]1(C)CC[NH2+][Cd-4]12([Se]C#N)([Se]C#N)[NH2+]CC[N+]2(C)C	43	2
ex_0311	CC(C)P(=[Se+][Cu-2]([Cl])[Se+]=P(C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C	66	20
ex_0312	CC1=CC(C)=[N+](C2=CC=C(F)C=C2)[Zr-2]2([Cl])([Cl])([N]1C1=CC=C(F)C=C1)[N](C1=CC=C(F)C=C1)C(C)=CC(C)=[N+]2C1=CC=C(F)C=C1	75	6
ex_0313	C[N]1C(C2=CC=CC=C2)=CC2=[N+](CCC2)[Cu-2]12[N](C)C(C1=CC=CC=C1)=CC1=[N+]2CCC1	61	6
ex_0314	CC[P+](CC)(CC)[Pt-2]1([P+](CC)(CC)CC)[Se]C2=C(CCCCC2)[Se]1	64	18
ex_0315	CN1C2=CC=CC=C2N(C)C1=[Se+][Cu-2]([Cl])[Se+]=C1N(C)C2=CC=CC=C2N1C	46	40
ex_0316	C[Se+]1CC[Se+](C)[Ag-3]12[Se+](C)CC[Se+]2C	33	2
ex_0317	CC1=CC(C)=C(N2C=CN3C4=CC=CC=[C]4[Pt-2]4([C+]32)[N]2C=CC=[N+]2[B-]2(C3CCCC2CCC3)[N+]2=CC=C[N]24)C(C)=C1	77	3
ex_0318	CCCC[N+]12CCCC1C[N+]1(CC3=CC=CC=C3)CC3=CC(Cl)=CC(Cl)=C3[O][Zr-2]12[N]([Si](C)(C)C)[Si](C)(C)C	85	4
ex_0319	C1=CC=C([P+]([Au-][Se]C2=CN=CC=N2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	45	7
ex_0320	COC1=CC=CC2=C1[O][Mn-3]1345[O]C6=C(C=CC=C6OC)C=[N+]1C1=CC=CC=C1C[N+]31CC[N+]4(CC1)CC1=CC=CC=C1[N+]5=C2	77	4
ex_0321	O=C1C[N+]2=C(C3=CC=CC=C3Cl)C3=CC(Cl)=CC=C3[N]3C(=O)C4CCC[N+]4(CC4=CC=CC=C4)[Ni-2]32[O]1	59	3
ex_0322	FC1=C(F)C(F)=[C]([Au][Se][P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(F)=C1F	47	7
ex_0323	[O+]#[C][Ru-4]1([Cl])([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[S]C(=NC2=CC=CC=C2Cl)C2=CC=CC=[N+]21	96	50
ex_0324	O=S(=O)(C1=CC=C(Br)C=C1)[N]([Au-][N](S(=O)(=O)C1=CC=C(Br)C=C1)S(=O)(=O)C1=CC=C(Br)C=C1)S(=O)(=O)C1=CC=C(Br)C=C1	59	8
ex_0325	CC1C2=C3C=CC=CC3=CC=[C]2[Pd-2]2([N+]1(C)C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)CC(C)[As+]2(C1=CC=CC=C1)C1=CC=CC=C1	87	5
ex_0326	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[N][Ti-]1([N](C)C)([N](C)C)[N](C(C)C)C(N(C)C)=[N+]1C(C)C	117	7
ex_0327	CC1=CC=C(S(=O)(=O)[N]2CCCC[C+]3->[Pd-3]245<-[C+]=3CC(=O)[N]4C2=CC=CC3=CC=C[N+]5=C32)C=C1	55	3
ex_0328	COC(=O)CC[N+]12CC3=CC=CC=[N+]3[Zn-4]134([N+]1=CC=CC=C1C2)[N+]1=CC=CC=C1C[N+]3(CCC(=O)OC)CC1=CC=CC=[N+]14	81	5
ex_0329	CC(=O)[O][Cu-2]12[Se]C(N(C)C)=N[N+]1=C(C)C1=CC=CC=[N+]12	36	2
ex_0330	[Cl][Cu-3]12([Cl])[N+]3=CC=CC=C3CC[N+]13CCC[N+]2(CCC1=CC=CC=C1)CC3	53	2
ex_0331	C[N](C)[Ta]12([N-]C(C)(C)C)[N](C3=CC=CC=C3)C3=CC=CC=C3C[P+]1(C1=CC=CC=C1)CC1=CC=CC=C1[N]2C1=CC=CC=C1	86	40
ex_0332	CC1=[N+](C2=CC=CC=C2)[Ni-4]234([N+](C5=CC=CC=C5)=C(C)C5=CC=CC(=[N+]52)C(C)=[N+]3C2=CC=CC=C2)[N+](C2=CC=CC=C2)=C(C)C2=[N+]4C1=CC=C2	87	9
ex_0333	COC[C](=[C-][Rh-]([Cl])([P+](C(C)C)(C(C)C)C(C)C)[P+](C(C)C)(C(C)C)C(C)C)[Sn]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	108	4
ex_0334	O=C(O)[O][Ag-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	108	5
ex_0335	CC1=[N+]2N=C(C3=CC=CC(Cl)=C3)[O][Ni-4]234([O]C(C2=CC=CC(Cl)=C2)=N[N+]3=C(C)C2=CN=CC=[N+]24)[N+]2=CC=NC=C12	59	9
ex_0336	CC1=CC=[C]([Sb+]([C]2=CC=C(C)C=C2)([C]2=CC=C(C)C=C2)[Ag-3]([Sb+]([C]2=CC=C(C)C=C2)([C]2=CC=C(C)C=C2)[C]2=CC=C(C)C=C2)([Sb+]([C]2=CC=C(C)C=C2)([C]2=CC=C(C)C=C2)[C]2=CC=C(C)C=C2)[Sb+]([C]2=CC=C(C)C=C2)([C]2=CC=C(C)C=C2)[C]2=CC=C(C)C=C2)C=C1	173	3
ex_0337	CC(C)C1=CC=CC(C(C)C)=C1N1[C](=[Pt]([Br])([B](Br)Br)[P](C(C)C)(C(C)C)C(C)C)C(C)(C)CC1(C)C	88	15
ex_0338	CC1=CC(C)=NC([Se][Hg][Se]C2=NC(C)=CC(C)=N2)=N1	33	11
ex_0339	C1=CC=C(C2=CC=CC3=[N+]2[Cu-3]2([N+]4=C(C5=CC=CC=C5)C=CC=C34)[N+]3=C(C4=CC=CC=C4)C=CC=C3C3=[N+]2C(C2=CC=CC=C2)=CC=C3)C=C1	81	3
ex_0340	O=S(=O)([O][Fe-4]123([O]S(=O)(=O)C(F)(F)F)[N+]4=C(C[N+]1(CC1=[N+]2C=CS1)CC1=[N+]3C=CS1)SC=C4)C(F)(F)F	48	11
ex_0341	[Cl][Sn]([Cl])([Cl])[Rh-2]123[N]4C5=CC=C4C(C4=CC=CC=C4)=C4C=CC(=[N+]41)C(C1=CC=CC=C1)=C1C=CC(=C(C4=CC=CC=C4)C4=[N+]2C(=C5C2=CC=CC=C2)C=C4)[N]13	81	2
ex_0342	CC[P+](CC)(CC)[Pt-2]([Se]C1=CC=NC=C1)([Se]C1=CC=NC=C1)[P+](CC)(CC)CC	67	14
ex_0343	O=[N][Fe-]([N]=O)([S]C1=CC=C([N+](=O)[O-])C=N1)[S]C1=CC=C([N+](=O)[O-])C=N1	31	18
ex_0344	CC1=CC=C2C=CC=[C]([Sb+]([Au-][Cl])([C]3=CC=CC4=CC=C(C)N=C43)[C]3=CC=CC4=CC=C(C)N=C43)C2=N1	60	14
ex_0345	CC(C)(C)C1=CC(Br)=CC=C1[O][Ti]([O]C1=CC=C(Br)C=C1C(C)(C)C)([O]C1=CC=C(Br)C=C1C(C)(C)C)[O]C1=CC=C(Br)C=C1C(C)(C)C	97	12
ex_0346	NC1=[S+][Ni-4]234([S+]=C(N)N[N+]2=CC2=CC=CC=[N+]23)[N+](=CC2=CC=CC=[N+]24)N1	41	3
ex_0347	CC[P+](CC)(CC)[Pt-2]([Te]C(=O)C1=CC=C(C)C=C1)([Te]C(=O)C1=CC=C(C)C=C1)[P+](CC)(CC)CC	79	12
ex_0348	C[CH](C)[Sb+]([C]1=CC=CC=C1)([CH](C)C)[Co-2]([I])([I])[Sb+]([C]1=CC=CC=C1)([CH](C)C)[CH](C)C	67	22
ex_0349	[I][Cu-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	2
ex_0350	CC(C)(C)[P+]1(C(C)(C)C)CC[N]2CC[P+](C(C)(C)C)(C(C)(C)C)[Re-3]2134[As]=[As]N1C=CC(=[N+]13)C1=CC=CC=[N+]14	87	3
ex_0351	C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pt-2]2([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[Se]C3=CC=C4CCC5=C4C3=C(C=C5)[Se]2)C=C1	91	5
ex_0352	CC1=N[N](C(=S)N2CCOCC2)[Ni-2]23[S]C(N4CCOCC4)=N[N+]2=C(C)C2=[N+]3C1=CC=C2	56	7
ex_0353	[Cl][Pd-2]12[O]C3=CC=CC=C3C(C3=CC=CC=C3)=[N+]1CCC[Se+]2C1=CC=CC=C1	47	15
ex_0354	C1=CC=C(P2(C3=CC=CC=C3)=NP(C3=CC=CC=C3)(C3=CC=CC=C3)=[Se+][Au-2]([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[Se]2)C=C1	84	9
ex_0355	NC1=CC=C(S(=O)(=O)[N]([Au-][As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=NC=CC=N2)C=C1	61	7
ex_0356	C[S+]1CC[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pt-2]12[Se+](C1=CC=CC=C1)CC[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	76	4
ex_0357	CC1=[N+](C2=CC=CC=C2)[Cr-4]2([OH])([OH])([N+](C3=CC=CC=C3)=C(C)C1)[N+](C1=CC=CC=C1)=C(C)CC(C)=[N+]2C1=CC=CC=C1	79	6
ex_0358	C[C](=O)[Pt-2]1([Cl])[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[As+]1(C1=CC=CC=C1)C1=CC=CC=C1	60	2
ex_0359	C=CCN1C=C[N+]([Co-4]([N+]2=CN(CC=C)C=C2)([N+]2=CN(CC=C)C=C2)([N+]2=CN(CC=C)C=C2)([N+]2=CN(CC=C)C=C2)[N+]2=CN(CC=C)C=C2)=C1	97	2
ex_0360	N#C[S][Ag-3]([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	106	8
ex_0361	C1=CC=C([Te][Pt-2]2([Te]C3=CC=CC=C3)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	77	7
ex_0362	C1=CC=C([Se][Mn-2]([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[Se]C2=CC=CC=C2)C=C1	49	11
ex_0363	COC1=CC2=[C](C=C1OC)[Pd-2]1([N+](C3CCCCC3)=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[As+]1(C1=CC=CC=C1)C1=CC=CC=C1	91	3
ex_0364	CC1=CC(C)=C[N+]([Zn-2]([Te][Si](C)(C)C)([Te][Si](C)(C)C)[N+]2=CC(C)=CC(C)=C2)=C1	63	20
ex_0365	CC1=CC=C(C2=N[N](C3=CC=CC=C3)[Ni-]3([N+]4=CC=CC=C4)[N](C4=CC=CC=C4)N=C(C4=CC=C(C)C=C4)C4=CC=C2[N]43)C=C1	75	18
ex_0366	CN(C)C(N)=[Se+][Pd-2]([Se+]=C(N)N(C)C)([Se+]=C(N)N(C)C)[Se+]=C(N)N(C)C	57	19
ex_0367	[Cl][Pd-2]1([Cl])[Se+](C2=CC=CC=C2)CC[N+]12CCCCC2	37	1
ex_0368	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Cu-][Se+]=C2N(C3=C(C)C=C(C)C=C3C)C=CN2C2=C(C)C=C(C)C=C2C)C(C)=C1	97	17
ex_0369	BrC1=C(Br)C(Br)=C2[O][Cr-]34([O]C2=C1Br)([O]C1=C(Br)C(Br)=C(Br)C(Br)=C1[O]3)[O]C1=C(Br)C(Br)=C(Br)C(Br)=C1[O]4	37	9
ex_0370	CN1C2=CC=CC=C2NC1=[Se+][Cd-2]([I])([I])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0371	CCC1=C(C#N)C(C#N)=C(CC)C2=C1[Se][Pt-2]([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[Se]2	95	7
ex_0372	CC(C)(C)[P+]([Cu-][Se][Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(C(C)(C)C)C(C)(C)C	76	7
ex_0373	[OH2+][Zn-3]12([N+]3=CC=CC=C3C3=CC=CC=[N+]31)[N+]1=CC=CC=C1C1=CC=CC=[N+]12	44	8
ex_0374	CC(C)P1(C(C)C)=N[P+](C(C)C)(C(C)C)[Au-2]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[Te]1	79	1
ex_0375	CC(C)[N](C(C)C)[Cr+2]([N-2])([Te]C1=CC=CC=C1)[N](C(C)C)C(C)C	56	13
ex_0376	BrC1=CC(Br)=C2[O][Cu-2]34[O]C5=C(Br)C=C(Br)C=C5C=[N+]3CCC[N+]4=CC2=C1	38	3
ex_0377	CC1=CC=C(C2=N[N](C3=C(C)C=C(C)C=C3C)[Zn-2]3([N](C4=C(F)C(F)=C(F)C(F)=C4F)N=C(C4=CC=C(C)C=C4)[N+]3=NC3=C(C)C=C(C)C=C3C)[N+](C3=C(F)C(F)=C(F)C(F)=C3F)=N2)C=C1	101	9
ex_0378	C[Se+]1CC[P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pt-2]12[Se+](C1=CC=CC=C1)CC[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	76	4
ex_0379	BrC1=C(Br)C(Br)=C2[O][Cr-]34([O]C2=C1Br)([O]C1=C(Br)C(Br)=C(Br)C(Br)=C1[O]3)[O]C1=C(Br)C(Br)=C(Br)C(Br)=C1[O]4	37	9
ex_0380	C1=CC=C([Se][Pd-2]2([Se]C3=CC=CC=C3)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	77	7
ex_0381	NC1=[S+][Ni-4]234([S+]=C(N)N[N+]2=CC2=CC=CC=[N+]23)[N+](=CC2=CC=CC=[N+]24)N1	41	3
ex_0382	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Cu-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0383	CN1CCNC1=[Se+][Hg-2]([Cl])([Se+]=C1NCCN1C)[Se+]=C1NCCN1C	47	14
ex_0384	FC1=C(F)C(F)=C([Se][Zn-2]([Se]C2=C(F)C(F)=C(F)C(F)=C2F)([N+]2=CC=CC=C2)[N+]2=CC=CC=C2)C(F)=C1F	47	12
ex_0385	BrC1=C(Br)C(Br)=C2[O][Mn-2]3([N+]4=CC=CC=C4)([O]C2=C1Br)[O]C1=C(Br)C(Br)=C(Br)C(Br)=C1[O]3	36	14
ex_0386	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Cu-][Se+]=C2N(C3=C(C)C=C(C)C=C3C)C=CN2C2=C(C)C=C(C)C=C2C)C(C)=C1	97	17
ex_0387	CC1=CC(C)=NC([Se][Au-][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=N1	51	7
ex_0388	CC(C)(C)C1=CC(C2=C3C=CC4=[N+]3[Cu-2]35[N]6C(=CC=C6C(C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=C6C=CC(=[N+]63)C(=O)C3=CC=C2[N]35)C4=O)=CC(C(C)(C)C)=C1	105	19
ex_0389	CC1=CC=C([N+]2=CC3=NC=CC(C)=[N+]3[Cu-3]23[N+]2=C4C(=CC=C2C2=C5C=CC=CC5=CC5=CC=CC=C52)C=CC2=CC=C(C5=C6C=CC=CC6=CC6=CC=CC=C65)[N+]3=C24)C=C1	96	3
ex_0390	CC1=CC(C)=C[N+]([Co-2]([Se][Si](C)(C)C)([Se][Si](C)(C)C)[N+]2=CC(C)=CC(C)=C2)=C1	63	20
ex_0391	CN1C=CN(C)C1=[Se+][Cu-2]([Cl])[Se+]=C1N(C)C=CN1C	34	38
ex_0392	CC(C)N1C=CN(C)C1=[Se+][Zn-2]([Br])([Br])[Se+]=C1N(C)C=CN1C(C)C	47	17
ex_0393	COC(=O)CN1C=CN(C2=C(C)C=C(C)C=C2C)C1=[Se+][Zn][Se+]=C1N(CC(=O)OC)C=CN1C1=C(C)C=C(C)C=C1C	77	15
ex_0394	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Cu-][Se+]=C2N(C3=C(C)C=C(C)C=C3C)C=CN2C2=C(C)C=C(C)C=C2C)C(C)=C1	97	17
ex_0395	COC1=CC=CC(C)=C1C1=C(C)C=CC=C1[N+]1=CC2=CC=C[N]2[V-2]12([N](C)C)([N](C)C)[N]1C=CC=C1C=[N+]2C1=CC=CC(C)=C1C1=C(C)C=CC=C1OC	103	20
ex_0396	C[As+](C)(C1=CC=CC=C1)[Ru-3]([Cl])([Cl])([Cl])([As+](C)(C)C1=CC=CC=C1)[As+](C)(C)C1=CC=CC=C1	64	11
ex_0397	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Cu-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0398	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Ag-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0399	[OH2+][Ni-4]12([OH2+])([N+]3=CC=CN3C3=[N+]1CCS3)[N+]1=CC=CN1C1=[N+]2CCS1	41	10
ex_0400	CCN1CCNC1=[Se+][Pt-2]([Se+]=C1NCCN1CC)([Se+]=C1NCCN1CC)[Se+]=C1NCCN1CC	73	11
ex_0401	CN(C)C(N)=[Se+][Pd-2]([Se+]=C(N)N(C)C)([Se+]=C(N)N(C)C)[Se+]=C(N)N(C)C	57	19
ex_0402	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Ag-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0403	CC1=[N+](NC2=C(F)C(F)=C(F)C(F)=C2F)[Co-4]2([N]=[N+]=[N-])([N]=[N+]=[N-])([N+]3=CC=CC=C13)[N+]1=CC=CC=C1C(C)=[N+]2NC1=C(F)C(F)=C(F)C(F)=C1F	65	17
ex_0404	CC(C)C1=CC=CC(C(C)C)=C1[N]1C(C(C)(C)C)=CC(C(C)(C)C)=[N+](C2=C(C(C)C)C=CC=C2C(C)C)[Sc-]1([Te]C[Si](C)(C)C)[Te]C[Si](C)(C)C	125	12
ex_0405	C[Si](C)(C)N(B(Br)[C+]12->[Mo-12]3456789%10%11(<-[C+]%12(B(Br)N([Si](C)(C)C)[Si](C)(C)C)[C+]3[C+]4[C+]5[C+]6[C+]%127)[C+]([C+]8[C+]19)[C+]%10[C+]2%11)[Si](C)(C)C	81	1
ex_0406	C1=CC=C([Te][Hg-]([Te]C2=CC=CC=C2)[Te]C2=CC=CC=C2)C=C1	37	13
ex_0407	C1=CC=C([Se][Zn-2]([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[Se]C2=CC=CC=C2)C=C1	49	11
ex_0408	CN1C=CN(C)C1=[Se+][Cu-2]([Br])[Se+]=C1N(C)C=CN1C	34	38
ex_0409	CC1=CC(C)=CC([N](CC(C)(C)C)[Nb+]([Se-])([N](CC(C)(C)C)C2=CC(C)=CC(C)=C2)[N](CC(C)(C)C)C2=CC(C)=CC(C)=C2)=C1	104	7
ex_0410	CN1C2=CC=CC=C2[N+](CCO)=C1[Se][Cu-2]([Cl])[Se]C1=[N+](CCO)C2=CC=CC=C2N1C	54	42
ex_0411	CN(C)[B](Br)[Pt]1([B](Br)N(C)C)[P](C2CCCCC2)(C2CCCCC2)CC[P]1(C1CCCCC1)C1CCCCC1	99	14
ex_0412	CO[P+](C1=CC=CC=C1)(C1=CC=CC=C1)[Pt-2]1([P+](OC)(C2=CC=CC=C2)C2=CC=CC=C2)[N]=S=N[Se]1	61	3
