id	smiles	n_atoms	n_frames
ex_0541	C[P+](C)(C1=CC=CC=C1)[Pt-2]1([P+](C)(C)C2=CC=CC=C2)[Se]C(=[Se])[Se]1	45	1
ex_0542	C[N+]1(C)CC2=CC=CC=C2[Se+]2CC3=CC=CC4=[N+]3[Ag-4]213[Se+](C4)C1=CC=CC=C1C[N+]3(C)C	62	3
ex_0543	C[Se+]1CC[Se+](C)[Ni-4]12([Cl])([Cl])[Se+](C)CC[Se+]2C	35	1
ex_0544	[Cl][Rh-3]123([Cl])[Se+]4CCC[Se+]1CCC[Se+]2CCC[Se+]3CCC4	43	4
ex_0545	[O+]#[C][Ru-4]12([Cl])([As+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[S]C(NC3=CC=CC=C3)=N[N+]1=CC1=CC=CC=C1[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	90	2
ex_0546	CC(C1=CC=CC=C1)[N+]12CC3=CC=CC=[N+]3[Cu-4]13([O][N+](=O)[O-])([O][N+](=O)[O]3)[N+]1=CC=CC=C1C2	53	5
ex_0547	COC(=O)C1=C(C(=O)OC)[Se][W-2]23([Se]1)([Se]C(C(=O)OC)=C(C(=O)OC)[Se]2)[Se]C(C(=O)OC)=C(C(=O)OC)[Se]3	55	15
ex_0548	C1=CC=C2C[Te+]([Cu-3]([Te+]3CC4=CC=CC=C4C3)([Te+]3CC4=CC=CC=C4C3)[Te+]3CC4=CC=CC=C4C3)CC2=C1	69	11
ex_0549	C1=CC=C2C[Te+]([Ag-3]([Te+]3CC4=CC=CC=C4C3)([Te+]3CC4=CC=CC=C4C3)[Te+]3CC4=CC=CC=C4C3)CC2=C1	69	11
ex_0550	[O+]#[C][Mo-6]([C]#[O+])([C]#[O+])([C]#[O+])([Te+]1CC2=CC=CC=C2C1)[Te+]1CC2=CC=CC=C2C1	43	40
ex_0551	C[Si](C)(C)[CH2][Sb]1[Sb]([C]2=CC=CC=C2)[Sb+]([C]2=CC=CC=C2)([C]2=CC=CC=C2)[Cr-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[Sb+]1([C]1=CC=CC=C1)[C]1=CC=CC=C1	84	1
ex_0552	CC(C)[P+]1(C(C)C)C[As+](C(C)(C)C)(C(C)(C)C)[Pd-2]1([Cl])[Cl]	54	3
ex_0553	C[N+]1(C)CC2=CC=CC3=[N+]2[Pd-2]1([C](=O)C1=CC=CC2=CC=CC=C21)[N+](C)(C)C3	53	3
ex_0554	CC1=CC(C)=C([As](C2=C(C)C=C(C)C=C2C)[N](C2=CC=CC=C2)[Zr]([N](C)C)([N](C)C)[N](C2=CC=CC=C2)[As](C2=C(C)C=C(C)C=C2C)C2=C(C)C=C(C)C=C2C)C(C)=C1	125	10
ex_0555	CC1=CC(C)=C([As](C2=C(C)C=C(C)C=C2C)[N](C2=CC=CC=C2)[Hf]([N](C)C)([N](C)C)[N](C2=CC=CC=C2)[As](C2=C(C)C=C(C)C=C2C)C2=C(C)C=C(C)C=C2C)C(C)=C1	125	12
ex_0556	C[Si]1(C)CC[As+](C)(C)[Mo-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[P+]1(C)C	42	1
ex_0557	C[N+]1=CC=C(C#CC2=CC=[N+]([Ru-4]34([Cl])([As+](C)(C)C5=CC=CC=C5[As+]3(C)C)[As+](C)(C)C3=CC=CC=C3[As+]4(C)C)C=C2)C=C1	84	2
ex_0558	CC1C[NH2+][V-3]23([NH2+]CC(C)[NH2+]2)([NH2+]1)[Se][Sb]([Se-])[Se]3	35	2
ex_0559	C[P+]1(C2=CC=CC=C2)C2=CC=CC=C2[P+](C)(C2=CC=CC=C2)[Pt-2]12[As+](C)(C1=CC=CC=C1)CC[As+]2(C)C1=CC=CC=C1	81	3
ex_0560	C[S+]1C[B-](C2=CC=CC=C2)(C2=CC=CC=C2)C[S+](C)[Ni-4]12([Br])([Br])[S+](C)C[B-](C1=CC=CC=C1)(C1=CC=CC=C1)C[S+]2C	81	1
ex_0561	CC1=CC=C2C(=C1)[Se+](C1=CC=CC=C1)[Pd-2]1([Cl])[C]3=CC(C)=CC=C3N=[N+]21	42	2
ex_0562	CCN(CC)C1=[Se+][Ni-2]2([Se]1)[Se]C(N(CC)CC)=[Se+]2	37	2
ex_0563	C1=CC=[C]([Sb+]([C]2=CC=CC=C2)([C]2=CC=CC=C2)[Cu-3]([Sb+]([C]2=CC=CC=C2)([C]2=CC=CC=C2)[C]2=CC=CC=C2)([Sb+]([C]2=CC=CC=C2)([C]2=CC=CC=C2)[C]2=CC=CC=C2)[Sb+]([C]2=CC=CC=C2)([C]2=CC=CC=C2)[C]2=CC=CC=C2)C=C1	137	5
ex_0564	CC[P+](CC)(CC)[Pt-2]1([P+](CC)(CC)CC)[P]2C3(C(C)(C)C)[P]4C(C(C)(C)C)=P[C]5(C(C)(C)C)P3[C]2(C(C)(C)C)[Sb]1[Sb]45	107	2
ex_0565	[O+]#[C][W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[Sb+]([Cl])([C]1=CC=CC=C1)[C]1=CC=CC=C1	35	2
ex_0566	[O+]#[C][W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[Sb+]([Br])([C]1=CC=CC=C1)[C]1=CC=CC=C1	35	1
ex_0567	[O+]#[C][W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[Sb+]([I])([C]1=CC=CC=C1)[C]1=CC=CC=C1	35	1
ex_0568	CC#[N+][Cu-3]12[N]3C(C(F)(F)F)=C(Br)C(C(F)(F)F)=[N+]3[BH-]([N+]3=C(C(F)(F)F)C(Br)=C(C(F)(F)F)[N]31)[N+]1=C(C(F)(F)F)C(Br)=C(C(F)(F)F)[N]12	51	6
ex_0569	CC(=O)C1=CC=C(C2=N[N]([Re-5]3([C]#[O+])([C]#[O+])([C]#[O+])[N+]4=CC=CC5=CC=C6C=CC=[N+]3C6=C54)N=N2)C=C1	50	33
ex_0570	[CH3][Hg][Se]C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C	44	13
ex_0571	CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[RhH2-]1([Si](CC)(CC)CC)[N](C2=C(C)C=CC=C2C)C(C)=CC(C)=[N+]1C1=C(C)C=CC=C1C	113	2
ex_0572	[CH3][Pd-2]1([CH3])([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[N+]2=CC=CC3=CC=C4C=CC=[N+]1C4=C32	55	16
ex_0573	[NH3+][Cu-2]([NH3+])([O]C1=C(Br)C=C(Cl)C=C1Br)[O]C1=C(Br)C=C(Cl)C=C1Br	33	17
ex_0574	C[Si](C)(C)[Si]([Te][Mo]([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C	165	1
ex_0575	[Cl][Sb]12[S]CC[S+]1[Cu-4]([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[Cl+]2	80	1
ex_0576	CC1=CC=[N+]2C(=C1)C1=CC(C)=CC=[N+]1[Ni-4]213([Se]C2=CC=CC=[N+]21)[Se]C1=CC=CC=[N+]13	49	13
ex_0577	BrC1=CC=CC2=[N+]1[Ag-3]1([N+]3=C(Br)C=CC=C3C3=CC=CC(Br)=[N+]31)[N+]1=C(Br)C=CC=C21	41	3
ex_0578	[CH3][Sb+]1([CH3])[C]2=CC=CC=C2CN2CC3=CC=CC=[C]3[Sb+]([CH3])([CH3])[Mn-5]1([C]#[O+])([C]#[O+])([C]#[O+])[Sb+]([CH3])([CH3])[C]1=CC=CC=C1C2	74	2
ex_0579	C[C](C)(C)[Sb+]([Cl])([C](C)(C)C)[W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+]	39	1
ex_0580	CC1=C[C]([Ru]([C]2=CC(C)=C(Br)C=C2C)([C]2=CC(C)=C(Br)C=C2C)[C]2=CC(C)=C(Br)C=C2C)=C(C)C=C1Br	69	12
ex_0581	C[As+]1(C)C2=CC=CC=C2[As+](C)(C)[Re-5]1([C]#[O+])([C]#[O+])([C]#[O+])[O]C(C(F)(F)F)C(F)(F)F	46	1
ex_0582	C1=CC=[N+]2C(=C1)P1C3=CC=CC=[N+]3[Zn-4]234([N+]2=CC=CC=C21)[N+]1=CC=CC=C1P(C1=CC=CC=[N+]13)C1=CC=CC=[N+]14	63	9
ex_0583	[CH3][Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[Ni-3]([I])([I])([Sb+]([CH3])([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([CH3])([C]1=CC=CC=C1)[C]1=CC=CC=C1	84	6
ex_0584	[S]=[Sb]1[S][Cr-4]234([NH2+]CC[NH+]2CC[NH+]3CC[NH2+]4)[S]1	33	5
ex_0585	C[CH2][In]([CH2]C)[IrH-3]([CH2]C)([P+](C)(C)C)([P+](C)(C)C)[P+](C)(C)C	63	2
ex_0586	CC#[N+][Cu-3]12[N]3C(C)=CC(C)=[N+]3[BH-]([N+]3=C(C)C=C(C)[N]31)[N+]1=C(C)C=C(C)[N]12	51	5
ex_0587	CC1=[N+]([O])[Rh-5]2([CH2]C(F)(F)F)([N+]3=CC=CC=C3)([N+]([O])=C(C)C(C)=[N+]2O)[N+](O)=C1C	49	16
ex_0588	[S-][Sb]1[S][Cr-3]23([NH2+]CCC[NH2+]2)([NH2+]CCC[NH2+]3)[S]1	35	1
ex_0589	FC1=C(F)C(F)=[C]([Pt-2]2([C]3=C(F)C(F)=C(F)C(F)=C3F)[As+](C3=CC=CC=C3)(C3=CC=CC=C3)C[As+]2(C2=CC=CC=C2)C2=CC=CC=C2)C(F)=C1F	72	2
ex_0590	BrC1=C(Br)C(Br)=C2[O][Pt-2]3([O]C2=C1Br)[C]1=CC=CC2=CC=C4C=CC=[N+]3C4=C21	35	5
ex_0591	[O+]#[C][Mo-6]([C]#[O+])([C]#[O+])([C]#[O+])([As+](S[As](C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](S[As](C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	103	1
ex_0592	CN1CCC2(C(=O)[O][Ni-2]34[N](C(=O)C5CCC[N+]53CC3=CC=CC=C3)C3=CC=CC=C3C(C3=CC=CC=C3)=[N+]24)C12C(=O)NC1=CC=CC=C12	83	3
ex_0593	C[Se+]1CC2=[N+](C3=CC=CC=C3N2)[Cu-3]12([Cl])[N+]1=C(C[Se+]2C)NC2=CC=CC=C21	46	1
ex_0594	CC(=O)[N]([Te](C1=C(C)C=C(C)C=C1C)C1=C(C)C=C(C)C=C1C)[Pt]([Cl])([Cl])[N](C(C)=O)[Te](C1=C(C)C=C(C)C=C1C)C1=C(C)C=C(C)C=C1C	99	2
ex_0595	[O-][Tc]([Te]C1=CC=CC=C1)([Te]C1=CC=CC=C1)([Te]C1=CC=CC=C1)[Te]C1=CC=CC=C1	50	22
ex_0596	[Se]=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1[P+]([Au-][I])(C1=CC=CC=C1)C1=CC=CC=C1	59	5
